customer_id,balance_account,purchases_amount,paid_advance,full_purchases,balance_frequency_update,installments,purchases_frequency,full_purchases_frequency,purchases_installments_frequency,cash_advance_frequency,nr_cash_advances,nr_purchases,credit_limit,fixed_rate_period,payments,min_payments,full_payment_prc
UOMnIqQXMYwQJvJx,3840.50578,0.0,5558.961557,0.0,1.0,0.0,0.0,0.0,0.0,0.5,20,0,5500.0,12,4608.621771,904.882748,0.0
DDnzutY7wp222nsA,817.439653,1091.0,0.0,1091.0,1.0,0.0,0.083333,0.083333,0.0,0.0,0,1,2600.0,12,766.573245,292.103091,0.0
ty9Edq2oSBSnlWYb,34.387537,153.18,0.0,61.9,1.0,91.28,0.416667,0.083333,0.416667,0.0,0,11,2500.0,12,99.085409,145.637604,0.0
9St4Mojeo3IZjk0d,485.236136,0.0,2250.075872,0.0,1.0,0.0,0.0,0.0,0.0,0.333333,5,0,3000.0,12,3541.5690990000003,191.090262,0.333333
BPeiz7DYoi9Afhf2,1098.52228,285.24,0.0,0.0,1.0,285.24,0.5,0.0,0.5,0.0,0,9,1200.0,12,554.2944110000001,724.9791740000001,0.0
kjOTuAOr8YTQgq6X,10598.46777,2084.48,0.0,1300.48,1.0,784.0,0.666667,0.416667,0.583333,0.0,0,13,21500.0,12,3219.621433,3068.125648,0.0
aujgjapCJzx5DtC3,31.552814,1428.02,0.0,509.0,0.545455,919.02,1.0,0.25,1.0,0.0,0,37,1500.0,12,1137.556503,45.155492,0.0
hsuIEljNP0rug93m,58.647973,528.65,0.0,108.32,0.909091,420.33,0.666667,0.083333,0.416667,0.0,0,12,2000.0,12,539.9677,115.495581,0.571429
wavFqo2SPwoMbAcS,15.236618,161.5,0.0,161.5,0.272727,0.0,0.166667,0.166667,0.0,0.0,0,1,3000.0,12,912.737392,114.337421,0.0
DGDiWfSsObb1kcKd,1756.0781370000002,0.0,954.822692,0.0,1.0,0.0,0.0,0.0,0.0,0.166667,3,0,6000.0,12,1083.406473,673.452218,0.0
ykChBDtU9ER2FAbD,5204.383263000001,0.0,6803.548940000001,0.0,0.9,0.0,0.0,0.0,0.0,0.5,17,0,7000.0,10,1161.616486,1969.959554,0.0
jpyogLX4NtIFxUgb,1506.516549,1188.78,65.104506,179.56,1.0,1009.22,1.0,0.333333,1.0,0.083333,2,91,6500.0,12,2813.165078,369.901866,0.166667
lLCdO0eB8L5VZ1q2,1688.534078,280.0,49.117804,280.0,1.0,0.0,0.166667,0.166667,0.0,0.083333,1,3,1800.0,12,547.982657,664.585302,0.0
xTp2ywuY9zzG79iO,265.920698,3148.36,0.0,2415.75,1.0,732.61,1.0,1.0,0.833333,0.0,0,63,4000.0,12,3140.255647,191.638318,1.0
S1ccSxRrnZf43WJO,312.636004,3866.29,0.0,808.12,1.0,3058.17,1.0,1.0,1.0,0.0,0,95,7500.0,12,3688.890803,190.88614,0.75
SXXf3FeoZTv9eIgU,102.011668,799.0,0.0,0.0,0.8888889999999999,799.0,0.4444439999999999,0.0,0.333333,0.0,0,6,1000.0,9,907.540585,124.882315,1.0
nQqEEsEXYpqV8wi0,226.03038,435.08,0.0,435.08,1.0,0.0,0.916667,0.916667,0.0,0.0,0,15,7500.0,12,3796.014359,180.308803,0.2
zY4eBRU5zttxJJo7,44.204396,504.0,0.0,0.0,0.636364,504.0,1.0,0.0,0.916667,0.0,0,20,2500.0,12,818.64282,81.765863,0.0
c2KmxUo40XyDDK0L,185.984965,482.24,903.843591,392.24,0.454545,90.0,0.272727,0.181818,0.090909,0.272727,8,8,1200.0,11,2333.997439,160.900585,0.25
jw7juXzwajiMWtGd,866.3633890000001,4127.83,0.0,0.0,1.0,4127.83,0.75,0.0,0.75,0.0,0,15,7500.0,12,4774.49325,4419.482273,0.166667
TQDBIZ696b9yHFFw,3156.418686,3471.99,1037.733925,2447.99,1.0,1024.0,1.0,0.833333,1.0,0.166667,2,57,4000.0,12,2482.014766,813.370825,0.0
KQrV7X29EQzB1bSc,566.4771360000001,5370.39,0.0,1129.3,1.0,4241.09,1.0,0.5,1.0,0.0,0,60,5700.0,12,4124.004704,224.493971,0.5
81psSH7i2uEMsxjt,1343.938904,0.0,38.529264000000005,0.0,1.0,0.0,0.0,0.0,0.0,0.083333,1,0,1500.0,12,284.321607,421.910126,0.0
wJTQq5VeVJrGiwxT,1013.23312,0.0,603.491005,0.0,0.909091,0.0,0.0,0.0,0.0,0.272727,3,0,1200.0,11,535.726687,206.591708,0.0
9OpqoPT9A7rrzVcj,311.121985,744.09,0.0,689.09,1.0,55.0,1.0,1.0,0.166667,0.0,0,19,7500.0,12,652.0021879999999,171.056157,0.0
a2kxzoZphCM2n28R,1427.949491,0.0,617.736537,0.0,1.0,0.0,0.0,0.0,0.0,0.166667,2,0,1800.0,12,2163.873958,329.166007,0.083333
VEREiVWJ7Zah4WXU,262.25861000000003,2269.74,292.97442,614.5,1.0,1655.24,1.0,0.416667,1.0,0.083333,1,41,3000.0,12,2239.223522,188.5229,1.0
b1oProjmtyaec3cX,1773.484195,0.0,1578.889669,0.0,1.0,0.0,0.0,0.0,0.0,0.25,3,0,3000.0,12,442.578729,616.532252,0.0
T7kyHxvjCqEyxrSC,993.662006,348.88,0.0,348.88,1.0,0.0,0.333333,0.333333,0.0,0.0,0,4,1200.0,12,335.62347,255.439979,0.0
dT1ygXAb7BP0krHc,537.389322,1704.22,0.0,150.5,0.9,1553.72,0.9,0.2,0.8,0.0,0,16,1500.0,10,679.8884559999999,160.59231100000002,0.125
oPNFij2nyScFRM2h,317.657562,4398.35,0.0,4398.35,1.0,0.0,0.916667,0.916667,0.0,0.0,0,47,16500.0,12,4028.380624,179.19571000000002,0.916667
DJb6W9wiE8A0Pgjf,1180.758966,1274.54,0.0,396.24,1.0,878.3,0.833333,0.833333,0.416667,0.0,0,21,4500.0,12,1351.787519,285.440312,0.0
zOxO0mERd82aHftn,226.78538,210.64,0.0,210.64,1.0,0.0,0.083333,0.083333,0.0,0.0,0,1,3500.0,12,295.15544500000004,176.88646799999998,0.0
LmlFikFBMt2AOPk9,77.30591899999999,171.06,0.0,0.0,0.727273,171.06,0.5,0.0,0.5,0.0,0,6,1500.0,12,329.587528,148.763367,0.0
S2A43tb6LXQ8eieX,546.844163,2427.26,0.0,1587.34,1.0,839.92,1.0,1.0,1.0,0.0,0,30,5000.0,12,1747.703784,176.211823,0.333333
wSTtLke9gHEzfleW,528.463885,0.0,5191.738847,0.0,1.0,0.0,0.0,0.0,0.0,0.833333,11,0,1000.0,12,4736.808799,309.547058,0.833333
Sjke711bEci83jyN,4196.43487,90.01,1804.826917,90.01,1.0,0.0,0.166667,0.166667,0.0,0.25,3,3,8000.0,12,943.446254,1064.27255,0.0
AsnmAUw2H95okiJv,772.338967,198.39,0.0,0.0,1.0,198.39,0.636364,0.0,0.636364,0.0,0,7,1000.0,11,63.876242000000005,2928.101382,0.0
pgVWtzEgJAJ1cv3L,7820.331303,80.0,1147.891529,80.0,1.0,0.0,0.083333,0.083333,0.0,0.25,3,1,15000.0,12,1963.299182,2141.764453,0.0
Hq0e14v47yyYP49z,273.243365,2308.58,0.0,0.0,1.0,2308.58,1.0,0.0,1.0,0.0,0,44,7500.0,12,2453.347527,189.381014,0.25
yOLUakheIJhseH9J,319.696908,3884.19,0.0,2265.9,1.0,1618.29,1.0,1.0,0.833333,0.0,0,43,9000.0,12,3682.437155,212.358132,0.416667
GRLJGrfdkWJUvtMI,1441.679257,0.0,914.794214,0.0,1.0,0.0,0.0,0.0,0.0,0.083333,1,0,6500.0,12,568.212802,308.89183,0.0
iquNWrvXcRK5SWzV,50.006512,701.25,0.0,0.0,0.454545,701.25,0.333333,0.0,0.25,0.0,0,5,3500.0,12,1834.431851,132.939468,1.0
X5vFNUyDS90JvydH,147.14671,356.68,0.0,0.0,1.0,356.68,1.0,0.0,1.0,0.0,0,16,2700.0,12,385.268234,167.731583,0.0
5T8MwhvFgMd7NONR,169.639713,1970.49,0.0,1009.85,1.0,960.64,1.0,1.0,0.666667,0.0,0,40,12000.0,12,1643.812227,195.514075,0.416667
FpDx1QRxv3A1sXO3,530.574252,5221.42,0.0,2202.78,1.0,3018.64,1.0,1.0,1.0,0.0,0,135,3000.0,12,4590.877822,191.304474,0.583333
ac8zIvEh21DWL8nY,37.615084,229.5,0.0,0.0,0.909091,229.5,0.5,0.0,0.416667,0.0,0,6,6000.0,12,229.256141,180.598109,0.4444439999999999
fmCNdErynFNEReAv,5336.743176,680.97,4037.626724,680.97,1.0,0.0,0.583333,0.583333,0.0,0.416667,7,10,8500.0,12,1272.722158,1361.590608,0.0
ajhrk9Ecy0xsleQX,33.114269,974.96,0.0,110.0,0.727273,864.96,1.0,0.083333,1.0,0.0,0,13,6000.0,12,1011.244454,99.44103,0.333333
csUhvLFHyYT2zrES,1523.911458,4075.37,0.0,3322.28,1.0,753.09,1.0,1.0,1.0,0.0,0,31,6500.0,12,2254.26002,329.29648,0.0
LskYbDJsMxdNcdbY,1173.880289,0.0,1434.78206,0.0,0.875,0.0,0.0,0.0,0.0,0.125,1,0,1500.0,8,183.938329,338.005067,0.0
B9c0KtEhZKTnHTiC,155.167572,1084.76,0.0,0.0,0.8,1084.76,0.8,0.0,0.7,0.0,0,12,4000.0,10,1070.911497,147.700045,0.666667
tHfaniw9yasjnRJp,18.527285,274.92,0.0,0.0,1.0,274.92,1.0,0.0,1.0,0.0,0,12,1000.0,12,253.155177,134.848517,0.909091
L4oCqUehpa2fOgxS,2716.981814,0.0,1486.243293,0.0,1.0,0.0,0.0,0.0,0.0,0.416667,5,0,8000.0,12,648.230914,651.277648,0.0
mGLHInfrtsYE96Ym,488.340514,4908.93,0.0,2290.36,1.0,2618.57,1.0,0.916667,1.0,0.0,0,108,7500.0,12,4589.621491,195.304936,0.75
l1x3czKDvuiN8Blv,3767.546906,3545.56,1841.555758,1653.36,1.0,1892.2,1.0,0.75,1.0,0.083333,1,30,9000.0,12,4061.59893,1007.691447,0.0
sk1ZAfKzbZtuv1oY,130.142888,0.0,435.228353,0.0,0.636364,0.0,0.0,0.0,0.0,0.083333,1,0,3000.0,12,791.783333,138.420191,0.166667
y6QC1YV1xSLzUm6c,1623.723148,1283.16,274.532868,0.0,1.0,1283.16,1.0,0.0,1.0,0.166667,2,36,1700.0,12,1047.3050050000002,1431.7995019999998,0.0
KUY9wN4zMEt28WzH,875.738933,595.86,290.519119,284.5,1.0,311.36,0.583333,0.166667,0.5,0.25,8,21,1000.0,12,667.966217,315.393952,0.0
OtZfIXhaLDOl0La9,670.425221,349.0,0.0,0.0,1.0,349.0,0.166667,0.0,0.083333,0.0,0,2,1950.0,12,563.652253,218.138964,0.0
RkUgkpcSrwZqMZ0f,2406.569238,0.0,94.706407,0.0,1.0,0.0,0.0,0.0,0.0,0.25,4,0,2400.0,12,314.272712,10774.73572,0.0
DserjmhasXeO1ZOg,910.072514,18.05,19.118837,0.0,1.0,18.05,0.083333,0.0,0.083333,0.083333,1,1,1000.0,12,233.886707,230.806229,0.0
9rpfQO7H8DOPJk1Q,40.343354,318.79,0.0,318.79,0.5,0.0,0.2,0.2,0.0,0.0,0,2,6000.0,10,603.896667,56.679587,0.0
bzNOsGtFVAcyaTZW,1499.689937,159.96,601.616399,0.0,1.0,159.96,0.25,0.0,0.25,0.416667,10,8,4000.0,12,356.317359,522.252346,0.0
5fHTEHiM4ujiuzPx,1379.68959,1632.88,0.0,1508.9,1.0,123.98,0.75,0.583333,0.166667,0.0,0,30,6500.0,12,958.185395,410.953176,0.0
3qLAQZsp14N79flk,5636.389815,645.55,1190.251389,645.55,1.0,0.0,0.5,0.5,0.0,0.416667,15,14,6500.0,12,1334.895124,1301.852155,0.0
vfhGMyqGOqAR8bKT,1632.580058,0.0,115.413927,0.0,1.0,0.0,0.0,0.0,0.0,0.25,3,0,1800.0,12,1839.752683,4397.363594,0.0
ARAysdsqIVnRoWgp,46.461265,237.99,0.0,237.99,0.545455,0.0,0.166667,0.166667,0.0,0.0,0,2,4500.0,12,543.788113,195.089406,0.0
j18GRijZ1HD3hzbi,368.687038,0.0,1587.748905,0.0,0.818182,0.0,0.0,0.0,0.0,0.083333,1,0,2000.0,12,2115.925455,217.791398,0.0
XmpK9dwA0IRCwy5e,1572.332442,0.0,3230.1733710000003,0.0,0.666667,0.0,0.0,0.0,0.0,0.166667,3,0,4500.0,6,1022.035785,328.52876000000003,0.0
1lJ3r4TCJijHCSTH,975.942008,10221.35,1620.685551,7141.38,1.0,3079.97,1.0,1.0,0.833333,0.583333,18,130,10500.0,12,10693.49585,347.641073,0.75
aA7ReioFWEidRMTM,3025.373271,202.72,988.076605,0.0,1.0,202.72,0.583333,0.0,0.583333,0.083333,1,9,4500.0,12,3989.645744,884.183626,0.0
DPomojNrMpVZ981w,884.16375,823.52,0.0,0.0,1.0,823.52,1.0,0.0,1.0,0.0,0,56,1500.0,12,416.870269,294.032386,0.0
wGGqGEmUDM3xTKQc,2708.9687,0.0,1655.4563039999998,0.0,1.0,0.0,0.0,0.0,0.0,0.166667,4,0,3000.0,12,647.36814,587.545978,0.0
sE4DM3hHDL7byuEP,214.699856,440.44,0.0,440.44,1.0,0.0,1.0,1.0,0.0,0.0,0,22,3000.0,12,541.0274450000001,197.29764,0.0
XgjCerZeRg62bBBW,263.6992,1856.64,0.0,0.0,1.0,1856.64,1.0,0.0,1.0,0.0,0,12,1800.0,12,1591.559543,1991.577214,0.0
eC9RB2fN1TmGDdHZ,55.17712,532.64,0.0,0.0,0.8,532.64,0.8,0.0,0.7,0.0,0,8,2500.0,10,547.608958,136.197871,1.0
X0JAVFxMPVq8shu6,197.931794,1946.25,0.0,816.91,1.0,1129.34,1.0,0.666667,1.0,0.0,0,40,1200.0,12,1957.052996,172.36257700000002,1.0
JNqQW6cfe7GvWqrb,86.650277,910.51,0.0,0.0,0.727273,910.51,0.583333,0.0,0.5,0.0,0,14,7000.0,12,884.056926,126.337242,0.666667
e1lJCMgrBohys0Ql,1623.895229,0.0,352.784134,0.0,1.0,0.0,0.0,0.0,0.0,0.583333,11,0,1700.0,12,729.695998,419.674095,0.0
No36VMKMOUZmAF3B,13.959639,149.88,0.0,29.9,0.636364,119.98,0.583333,0.083333,0.5,0.0,0,8,4000.0,12,235.74496,156.767607,0.75
VZOphbOOZ4LtUZTn,1728.29571,673.8,0.0,0.0,1.0,673.8,1.0,0.0,1.0,0.0,0,12,1700.0,12,727.421149,1751.732122,0.0
GvB6441e0UMBGyLg,45.069167,218.28,0.0,0.0,1.0,218.28,1.0,0.0,1.0,0.0,0,12,1000.0,12,203.222849,168.935609,0.0
5iPacZ57WjlM1OiD,39.665224,265.92,0.0,0.0,1.0,265.92,0.916667,0.0,0.916667,0.0,0,11,2000.0,12,295.676965,136.234257,0.363636
os30e8aS8k35n4sQ,3012.178613,27790.42,469.074937,14605.99,1.0,13184.43,1.0,0.666667,1.0,0.083333,1,79,12000.0,12,27839.82354,569.4013980000001,0.727273
gNmYSsjzNgp5aoWi,19.296018,210.0,0.0,0.0,1.0,210.0,1.0,0.0,1.0,0.0,0,12,1000.0,12,296.473656,159.039023,0.5
Hi5WUOlcjW7lOWPT,2748.868773,598.5,0.0,598.5,1.0,0.0,0.333333,0.333333,0.0,0.0,0,34,2000.0,12,518.300462,28483.25483,0.0
JASP3EQIcOLRcODu,1060.022249,200.51,0.0,200.51,1.0,0.0,0.25,0.25,0.0,0.0,0,5,1200.0,12,407.022337,399.681786,0.0
9ha4HuHBhvwpLQXm,44.635372,640.0,0.0,0.0,0.727273,640.0,0.909091,0.0,0.818182,0.0,0,10,6000.0,11,596.47654,76.801019,0.0
Vqysy3Kq9U8B4sJk,273.429593,8534.58,0.0,7875.08,1.0,659.5,0.916667,0.916667,0.75,0.0,0,116,5000.0,12,7512.513473999999,131.710372,0.875
S9Cxasprk7PNQFtM,2306.698723,12784.51,191.652876,11246.07,0.727273,1538.44,0.666667,0.666667,0.333333,0.083333,1,68,6200.0,12,13705.00441,1310.291574,0.0
zqH7dDVnbZH0yArS,1104.960744,45.65,0.0,45.65,1.0,0.0,0.083333,0.083333,0.0,0.0,0,1,1200.0,12,293.890715,448.973668,0.0
pl3mlQdSh7v2NQwv,83.56480400000001,616.0,0.0,0.0,1.0,616.0,1.0,0.0,0.875,0.0,0,8,1000.0,8,526.820014,135.473963,0.833333
D3E3178ZCMHgatul,4193.283047,183.7,1585.714709,183.7,1.0,0.0,0.25,0.25,0.0,0.166667,4,4,10500.0,12,1030.0934619999998,1116.001393,0.0
xpc0YJZrr2aJAP9p,7760.5254,14332.92,0.0,10588.97,1.0,3743.95,1.0,0.909091,0.909091,0.0,0,152,16000.0,11,7116.531862000001,2117.186083,0.0
fHFsJg9aS7fQ5t1K,3399.279094,0.0,2639.92834,0.0,1.0,0.0,0.0,0.0,0.0,0.25,8,0,7000.0,12,762.560208,703.0350139999999,0.0
UFSZvb7h1SvSQNUC,2249.731727,2598.54,0.0,1941.08,1.0,657.46,1.0,0.5,1.0,0.0,0,31,9000.0,12,1152.945008,593.3116610000001,0.0
QPl3h8qcg1MgPWJc,4653.854929,360.0,4267.21357,360.0,1.0,0.0,0.5,0.5,0.0,0.5,17,6,5000.0,12,2676.029302,5204.152199,0.0
Y2jFG546HnRN9LXv,270.096134,3061.26,0.0,1913.26,0.818182,1148.0,0.666667,0.333333,0.666667,0.0,0,20,6000.0,12,3594.046318,152.39101200000002,0.454545
CN68rOe8MH9NASmr,2154.354852,104.0,91.406322,104.0,1.0,0.0,0.090909,0.090909,0.0,0.090909,1,1,6000.0,11,732.471319,512.458262,0.0
p9VbRc0K0bYEtE50,267.88449,129.0,2496.7878140000003,129.0,0.454545,0.0,0.083333,0.083333,0.0,0.25,3,1,12000.0,12,1974.293695,72.930255,0.090909
WYlSUJvapgNCrneF,736.024188,350.02,0.0,0.0,0.9,350.02,0.6,0.0,0.6,0.0,0,6,1000.0,10,133.825578,323.058774,0.0
vgSj0i1ROB34kJNR,2578.733343,0.0,2601.723396,0.0,1.0,0.0,0.0,0.0,0.0,0.1428569999999999,2,0,3000.0,7,312.16358,356.58089900000004,0.0
Q6UkhCX7IevTp2HB,2659.411879,177.62,1831.115496,177.62,1.0,0.0,0.166667,0.166667,0.0,0.583333,19,4,4000.0,12,577.131439,624.924987,0.0
QI97pTgnfrSIVEHE,642.939211,0.0,1936.701702,0.0,0.545455,0.0,0.0,0.0,0.0,0.166667,5,0,1950.0,12,3997.53568,308.839052,0.25
5G6VAkMobgcLnWrg,3143.928913,3055.87,0.0,3055.87,1.0,0.0,0.75,0.75,0.0,0.0,0,26,4500.0,12,2198.2936670000004,784.387878,0.0
k7GOaTuJNxWSYAbo,1141.383705,79.87,822.309143,0.0,1.0,79.87,0.166667,0.0,0.166667,0.583333,16,2,1200.0,12,457.956974,569.652843,0.0
xO7IgMleDY3XWPCX,2571.311375,0.0,6537.278532,0.0,1.0,0.0,0.0,0.0,0.0,0.583333,16,0,3000.0,12,4513.6861420000005,583.336071,0.1
f2rd0920TFMnRXY6,111.539712,1364.86,0.0,0.0,1.0,1364.86,0.916667,0.0,0.833333,0.0,0,11,4000.0,12,1500.447193,150.868096,0.2
jBgUK0KUJNWp6z5L,305.506746,0.0,381.399683,0.0,1.0,0.0,0.0,0.0,0.0,0.333333,4,0,6000.0,12,402.20014,180.815649,0.0
9KIhWfar6r0xR1tl,2664.700424,715.51,494.573662,109.0,1.0,606.51,0.75,0.083333,0.583333,0.083333,1,11,3500.0,12,918.003032,792.9028940000001,0.0
7TpoJOIDiY2DgPb9,785.198515,1207.42,0.0,1207.42,1.0,0.0,0.583333,0.583333,0.0,0.0,0,21,1200.0,12,374.231139,294.572557,0.0
dpvxYQ6BDRRFo1no,4338.877278,0.0,5705.426498,0.0,0.8888889999999999,0.0,0.0,0.0,0.0,0.4444439999999999,19,0,6000.0,9,217.059511,10057.56192,0.0
QK6uqf6GaHt8PnNq,5577.636715,5244.8,0.0,2089.74,1.0,3155.06,1.0,0.75,1.0,0.0,0,70,12500.0,12,2823.945882,1749.125129,0.0
on6jeT4HTKxglbej,97.281118,3091.75,0.0,1456.8,0.818182,1634.95,1.0,0.416667,1.0,0.0,0,48,3000.0,12,3424.0579880000005,136.71723,0.636364
5Lo5qbd4Opkn9AkW,1199.66533,0.0,366.121216,0.0,1.0,0.0,0.0,0.0,0.0,0.090909,2,0,1200.0,11,552.261569,544.688317,0.0
W3x57f8vtTGiaxNk,947.223495,0.0,648.548716,0.0,1.0,0.0,0.0,0.0,0.0,0.25,3,0,6500.0,12,2415.827922,3933.230932,0.0
PNHRBXvcR8xng743,634.825209,1478.36,0.0,1343.45,1.0,134.91,0.5,0.416667,0.166667,0.0,0,12,1200.0,12,1371.998686,336.282655,0.0
jPQSykvIbwUb94d6,965.236679,2786.08,0.0,763.82,1.0,2022.26,0.75,0.333333,0.666667,0.0,0,33,4500.0,12,1399.589495,244.198717,0.0
lM3Q9LkHXXG4Lqlr,32.612745000000004,1223.41,0.0,769.41,1.0,454.0,1.0,1.0,0.916667,0.0,0,25,6000.0,12,1222.343069,129.30414199999998,0.8
vNGepm9jwbVfOffL,869.001444,0.0,278.591282,0.0,1.0,0.0,0.0,0.0,0.0,0.083333,1,0,1200.0,12,541.101815,286.37428900000003,0.0
qIbLfSUKl4wVLhsW,347.997266,0.0,1224.607415,0.0,0.454545,0.0,0.0,0.0,0.0,0.083333,1,0,4500.0,12,3486.642342,159.204938,0.090909
JXZKBp71cvjsCIcI,1895.786893,2131.31,0.0,510.65,1.0,1620.66,1.0,0.666667,0.916667,0.0,0,29,5500.0,12,1095.198415,563.713408,0.0
DA3bi8fwdUtXigqm,1188.102086,0.0,1984.802386,0.0,1.0,0.0,0.0,0.0,0.0,0.25,6,0,1800.0,12,2122.721313,360.708968,0.090909
QdIsiFDPz8nBzaft,1012.841277,0.0,790.8326089999999,0.0,0.818182,0.0,0.0,0.0,0.0,0.333333,11,0,1500.0,12,2531.648689,447.811073,0.0
MR8jY0fopaEKAkSf,315.388131,467.35,213.301381,40.0,1.0,427.35,1.0,0.090909,0.909091,0.090909,3,12,1000.0,11,329.764112,199.424526,0.1
thIa9kJDOzh0nFEQ,2933.068755,0.0,7542.177658,0.0,1.0,0.0,0.0,0.0,0.0,0.833333,20,0,10000.0,12,2201.09767,612.068106,0.0
DypUoeVSBcJtVGUB,54.055548,548.02,0.0,0.0,0.636364,548.02,0.416667,0.0,0.333333,0.0,0,8,4000.0,12,695.0915660000001,111.441098,0.4
PlQTd9Efucv8T7Qd,1380.30715,664.83,1106.333559,0.0,1.0,664.83,0.666667,0.0,0.583333,0.166667,4,11,2500.0,12,401.138062,330.915844,0.0
vWCTHoMMZYDIE1hk,32.779456,212.58,279.524631,160.48,1.0,52.1,0.5,0.333333,0.166667,0.416667,5,8,1500.0,12,338.58363,115.81103,0.2
j9sbdAuAt9HVOwVs,15532.339719999998,1168.75,3183.037625,0.0,1.0,1168.75,0.916667,0.0,0.916667,0.25,5,11,16500.0,12,3906.738592,3379.593046,0.0
2PClMRpDOBddZqfB,1210.309338,182.28,216.28944500000003,182.28,1.0,0.0,0.25,0.25,0.0,0.166667,2,8,1300.0,12,512.6572259999999,511.999815,0.0
53e38J4dSDcQolAK,99.680638,0.0,437.399211,0.0,0.818182,0.0,0.0,0.0,0.0,0.333333,5,0,10500.0,12,661.87877,122.779423,0.333333
8yxhuuKKV7YgYOQN,4800.168978,0.0,4491.730795,0.0,1.0,0.0,0.0,0.0,0.0,0.272727,11,0,9000.0,11,1134.482984,1092.950836,0.0
2SUAv2pHZXisw0UP,162.54754,405.61,0.0,0.0,0.909091,405.61,0.916667,0.0,0.916667,0.0,0,23,2200.0,12,612.6747379999999,130.269702,0.0
pwTi38c8EFfqpt8o,906.830419,129.0,2168.295882,129.0,1.0,0.0,0.083333,0.083333,0.0,0.166667,2,1,1700.0,12,2152.93568,539.700832,0.083333
CaLkzY2Wck38oGqE,542.218074,0.0,1074.741949,0.0,1.0,0.0,0.0,0.0,0.0,0.166667,2,0,1500.0,12,1328.855136,189.52525,0.0
jkLhTe07uOHuJAaF,2670.123456,3103.57,3780.101366,1587.68,1.0,1515.89,1.0,0.333333,1.0,0.166667,3,44,7500.0,12,1865.73836,573.258246,0.090909
dJkEIn8Q84z0AXVz,160.85206100000002,4704.98,0.0,2017.22,0.8888889999999999,2687.76,0.8888889999999999,0.666667,0.777778,0.0,0,45,4500.0,9,4372.542801,129.801874,0.833333
knNuG2LlCdUPScHk,55.68148299999999,462.99,0.0,0.0,1.0,462.99,0.833333,0.0,0.833333,0.0,0,12,13500.0,12,519.3071610000001,157.208204,1.0
yzBRtUrGfbrzDxCa,1066.884128,0.0,215.632774,0.0,1.0,0.0,0.0,0.0,0.0,0.25,6,0,1200.0,12,222.800881,263.186377,0.0
eJAwQLLOd5mxFpb9,5932.367808,0.0,4253.311089,0.0,1.0,0.0,0.0,0.0,0.0,0.5,10,0,6000.0,12,2657.196453,4431.645308,0.0
7uJp8JUKEbg1wW5T,1175.895992,154.38,37.197366,154.38,1.0,0.0,0.083333,0.083333,0.0,0.083333,1,2,4000.0,12,1909.161919,426.23708,0.083333
zOSvDocxC3Hx1vqu,1876.290248,63.62,0.0,63.62,1.0,0.0,0.083333,0.083333,0.0,0.0,0,1,2000.0,12,383.273938,663.925938,0.0
xsRIbtoLoWoN0MsR,46.103924,443.25,0.0,443.25,0.818182,0.0,0.25,0.25,0.0,0.0,0,3,6500.0,12,417.350534,93.536782,0.0
Oi1TBgwLwx7efdNE,100.208311,0.0,182.143966,0.0,0.909091,0.0,0.0,0.0,0.0,0.090909,1,0,3000.0,11,175.911508,145.244181,0.0
xmflEDwlab5gRLjR,996.223227,0.0,1398.39554,0.0,1.0,0.0,0.0,0.0,0.0,0.083333,1,0,8000.0,12,2369.167737,226.016919,0.0
Z6jkgZSA6j8Rf2nS,1.470582,0.0,18.149946,0.0,0.272727,0.0,0.0,0.0,0.0,0.083333,1,0,9000.0,12,81.65921999999999,60.080498,1.0
d3ZnWiVxrpYEXRSE,2382.328208,899.58,450.252732,413.28,1.0,486.3,1.0,0.25,1.0,0.166667,4,34,2500.0,12,850.1868509999999,1212.047288,0.0
NJQ12UUo2LWupSth,33.078633,303.91,0.0,0.0,0.5,303.91,0.5,0.0,0.333333,0.0,0,4,1200.0,6,354.34847,83.653033,1.0
cE7JlkMrHB7ktxuz,2285.068731,0.0,1173.310874,0.0,1.0,0.0,0.0,0.0,0.0,0.166667,5,0,2500.0,12,381.672065,1003.265207,0.0
vChosSEHcmtwaCOF,72.02566,222.6,0.0,222.6,1.0,0.0,0.333333,0.333333,0.0,0.0,0,4,7500.0,12,390.258331,147.64645,0.0
xtSYUw1EDIO9Dado,1134.726574,0.0,19.555003,0.0,1.0,0.0,0.0,0.0,0.0,0.083333,1,0,1200.0,12,78.603131,7639.575747,0.0
pZfMFGiUIQEB2lIS,170.019011,266.6,1199.729121,266.6,0.5,0.0,0.166667,0.166667,0.0,0.166667,3,1,2500.0,6,293.055707,88.589314,0.0
bEJR0L4WeHWaHOrH,2643.39225,965.84,0.0,737.79,1.0,228.05,1.0,0.75,0.666667,0.0,0,33,4300.0,12,771.299727,627.391113,0.0
wthzkR2twBV87JoA,2722.532415,0.0,2946.839566,0.0,1.0,0.0,0.0,0.0,0.0,0.083333,1,0,3000.0,12,743.715499,812.5989030000001,0.0
e2LGfXfAiXXbr2uv,6978.185656999999,1051.43,5146.349321,174.48,1.0,876.95,0.75,0.083333,0.75,0.333333,10,12,7500.0,12,3756.694846,3084.193348,0.0
iTLfCZgEenQDgQez,85.900738,0.0,278.348105,0.0,1.0,0.0,0.0,0.0,0.0,0.25,3,0,500.0,12,193.747321,146.858723,0.0
